"ID","task","dishwasher_choice_1","dishwasher_choice_2","dishwasher_choice_3","dishwasher_choice_4","dishwasher_choice_5","dishwasher_choice_6","dishwasher_choice_7","dishwasher_choice_8","dishwasher_choice_9","dishwasher_choice_10","dishwasher_choice_11","dishwasher_choice_12","dishwasher_choice_13","dishwasher_choice_14","speaker_choice_1","speaker_choice_2","speaker_choice_3","speaker_choice_4","speaker_choice_5","speaker_choice_6","speaker_choice_7","speaker_choice_8","speaker_choice_9","speaker_choice_10","speaker_choice_11","speaker_choice_12","speaker_choice_13","speaker_choice_14","induction_choice_1","induction_choice_2","induction_choice_3","induction_choice_4","induction_choice_5","induction_choice_6","induction_choice_7","induction_choice_8","induction_choice_9","induction_choice_10","induction_choice_11","induction_choice_12","induction_choice_13","induction_choice_14","social_dist_rating._1","social_dist_rating._2","social_dist_rating._3","social_dist_rating._4","social_dist_rating._5","social_dist_rating._6","social_dist_rating._7","social_dist_rating._8","social_dist_rating._9","social_dist_rating._10","social_dist_rating._11","social_dist_rating._12","social_dist_rating._13","social_dist_rating._14","attention_check","attention_check_filter","why","age","country_of_birth","country_of_residence","employment","first_language","sex","student"
"R_3HSVznm7z2TbcgU","dishwasher","P","P","T","T","T","P","P","P","P","T","T","T","P","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,7,5,3,6,2,4,1,4,3,6,4,2,"A dishwasher",1,"Dependent on their level of understanding etc. For some of the people I would of given both picture and text.",22,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_ePem0tjSdjHRKwh","dishwasher","P","P","P","T","P","P","T","T","T","T","P","P","P","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,5,4,6,1,3,2,4,5,6,5,1,"A dishwasher",1,"I tended to use text for people I know well and that I felt confident would understand my written instructions as they know how I write.",54,"Canada","Canada","Full-Time","English","Female","No"
"R_1NFfIx28oAyp4cJ","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","P","T","T","P","T","T","T","T","P","P","P","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,3,2,5,1,2,1,3,6,6,4,1,"A bluetooth speaker",1,"I gave the picture instructions to those I felt less close to",34,"United Kingdom","United Kingdom","Part-Time","English","Female","No"
"R_bNqg3TnG4GUFl4J","dishwasher","P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,3,7,1,2,1,2,3,7,1,1,"A dishwasher",1,"I thought the picture was easy to follow and anyone could follow it quicker and easier than the text",32,"Ireland","Ireland","Full-Time","English","Female","No"
"R_27IjL6Fg39GzjAQ","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","T","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,5,3,3,6,1,2,1,2,3,4,3,2,"A bluetooth speaker",1,"I choose to give most people the picture instructions as I thought they were just easier to understand and required little to no follow up questions. I only gave my family members text instructions, as they will be able to call me if they have more questions",27,"United Kingdom","Ireland","Due to start a new job within the next month","English","Female","No"
"R_1l0nTpW0OR37gR7","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","T","P","T","T","T","P","P","P","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,3,7,1,3,1,2,4,5,4,3,"A bluetooth speaker",1,"Based on what I think may be easiest for them to follow",43,"United Kingdom","United Kingdom","DATA EXPIRED","English","Male","DATA EXPIRED"
"R_3nqnISZ067FkfpQ","dishwasher","T","T","T","T","T","T","P","P","T","T","T","T","T","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,5,6,6,6,1,2,1,4,7,7,2,1,"A dishwasher",1,"Text is more formal so choose this for distant people",33,"Ireland","Ireland","Part-Time","English","Female","No"
"R_2CyscZAtC8QabWf","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","P","P","T","T","P","P","P","P","T","T","P","P",6,7,5,3,3,7,1,3,1,2,4,6,3,2,"An induction cooktop",1,"People that I deemed to be more likely to be closer to me would be given the picture instructions as they are likely to have been at my place and seen the cooktop in use and thus wouldn't need as in detail instructions. Those that I felt I wouldn't be as close to would be given the text instructions which provide additional detail to ensure they have no issues using the cooktop.",29,"New Zealand","Canada","Full-Time","English","Male","No"
"R_3iFjCtr9g7d1tzY","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",7,7,7,3,7,7,2,3,1,1,4,6,2,2,"An induction cooktop",1,"i chose text for everyone because it was easier for me to understand",26,"United Kingdom","United Kingdom","Full-Time","English","Female","Yes"
"R_1P6lTx2mFyiYKzM","dishwasher","T","T","P","P","T","P","T","T","T","P","P","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,5,3,4,7,1,2,1,3,4,6,6,2,"A dishwasher",1,"depending on what would suit that person best, some are visual some are not",32,"Ireland","Ireland","Full-Time","English","Male","No"
"R_3gLxrGdoVtNj1iP","dishwasher","T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,5,4,6,2,4,1,5,5,6,4,2,"A dishwasher",1,"I looked at both and chose the option that I would have preferred myself as being clearer and more straight forward.",68,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_3R9Gzg4ARm8ssqh","dishwasher","P","P","P","T","T","P","T","T","T","P","P","P","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,2,2,1,4,1,3,1,3,6,5,3,2,"A dishwasher",1,"I gave people close to me the text option and people distant from me the picture option.",20,"South Africa","South Africa","Other","English","Female","Yes"
"R_3peQDmRamIumCjE","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","P","P","T","P","T","P","P","P","P","P","P","P","P",1,3,2,3,6,1,7,5,7,3,3,2,2,6,"An induction cooktop",1,"I decided to give the picture instructions to the people I tended to be closer to or believed would appreciate the extra effort.",22,"Singapore","Canada","Other","English","Male","Yes"
"R_2S65lMJv67u7yeV","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","T","T","P","T","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,6,2,7,3,7,3,3,2,2,6,"A bluetooth speaker",1,"The pictures was most useful but also prob more time consuming to set up",36,"Denmark","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_3MnGqCqAg6Vlb0l","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",4,6,4,4,3,4,1,3,1,2,4,5,2,1,"An induction cooktop",1,"I give every person the same picture instructions because I thought they were visually easier to understand than text.",48,"United Kingdom","United Kingdom","Full-Time","English","Male","No"
"R_2WZMksEN1IJCb8y","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","T","P","P","P","P","P","P","T",6,4,5,3,3,5,1,2,1,2,4,5,4,1,"An induction cooktop",1,"It was based on first, considering which of the instructions were easier to follow, and the second thought was I based it on how familiar the induction cooktop would be for each person. I would assume that the closer the person, the more interactions they might have had with the cooktop.",38,"Canada","Canada","Due to start a new job within the next month","English","Female","No"
"R_1Q4yjL9UIgyenfK","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",5,6,5,4,4,6,2,4,2,4,5,6,5,3,"An induction cooktop",1,"I have aphantasia.Text instructions always seem more appropriate to me.",63,"Canada","Canada","Unemployed (and job seeking)","English","Male","No"
"R_YVzkOgBrNSZdbAB","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",5,5,6,1,1,3,1,2,2,3,3,2,2,1,"An induction cooktop",1,"Ease of use, the pictures are much clearer.",28,"South Africa","South Africa","Full-Time","English","Male","Yes"
"R_12Rz6Eu1V0AqN5K","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",6,4,4,3,3,4,1,2,1,3,5,4,2,1,"An induction cooktop",1,"text is always clearer to me, so I chose that regardless of the person",58,"United Kingdom","United Kingdom","Part-Time","English","Female","No"
"R_3PpokDskqjtigGo","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","P","P","P","P","P","P","P","T","P","P","P","P","P",7,5,6,4,3,6,1,3,1,4,4,5,4,1,"An induction cooktop",1,"I decided by what there job was if they had a background in working within a kitchen then understanding is great, equally though pictures are clear and to the point and I don't feel pictures for this sort of instruction would deem you to believe someone is of a lower ability",33,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_yOUDSX8iAZFXCIp","dishwasher","T","T","T","T","T","P","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,5,2,7,1,3,1,3,5,7,4,2,"A dishwasher",1,"Text unless the person was likely to not speak English well",66,"United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","English","Female","No"
"R_1qexl4K2O4SmXJ8","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",6,5,4,4,4,5,1,3,1,2,4,5,4,2,"An induction cooktop",1,"I selected the photos for everyone. I felt that they were just more simple for people to understand especially if they have never used a stove like that before.",38,"Canada","Canada","Full-Time","English","Female","No"
"R_1igs0V6zOY7KH5f","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","P","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,7,4,6,6,1,4,2,7,7,7,3,2,"A bluetooth speaker",1,"I decided to give everyone text instructions because they appear easier to follow, but my best friend i chose to give picture instructions to because they have a brain injury and find it hard to read words because of it",23,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_3khpIWg9r8dXnb1","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","T","P","P","T","P","P","T","T","T","T","T","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,6,5,1,5,2,3,1,4,2,6,6,3,"A bluetooth speaker",1,"I gave people I knew/trusted more the picture instructions. I felt like I trusted their knowledge on how to interpret the images and how to work the speaker. I also assumed the people I knew better would have seen me use the speaker previously, so they would have some knowledge of how to use it.
I gave the people I didn't know as well the text instructions too, as I would want them to have as detailed instructions as possible so they would feel comfortable in using the speaker.
However, I gave people I thought would be older in age the text instructions as they are more detailed. 
I also gave the coffee shop worker the picture instructions as I guessed they are more visual learners as they are using machines and making coffee a lot for their job (?)
",21,"United Kingdom","United Kingdom","Unemployed (and job seeking)","English","Female","Yes"
"R_2f9R69NhDoCvwFg","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","P","P","T","T","P","T","P","T","T","T","T","P",5,5,4,4,5,6,2,3,1,3,5,7,5,2,"An induction cooktop",1,"iF I KNEW THEM WELL ENOUGH TO KNOW THEY WOULD 'GET 'THE PICS, I'D USETHEM",71,"Ireland","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_2tsQALxASZy09nd","dishwasher","P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,4,4,4,4,1,3,1,4,4,4,3,1,"A dishwasher",1,"The picture instructions felt like the easiest set of instructions to follow so I opted to give everyone that.",27,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_RfNkxbdJ7fRT49X","dishwasher","T","P","P","T","T","P","P","T","P","T","T","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,4,4,1,5,1,3,2,5,6,7,2,1,"A dishwasher",1,"Closest friends gets pictures because I know them, others text (less effort to explain or chance of interacting with them)",35,"South Africa","South Africa","Full-Time","English","Female","Yes"
"R_20kfzIPrrpiaoSd","dishwasher","T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"A dishwasher",1,"I just looked deep into my soul and thought about how I felt then made a decision.",39,"Canada","Mexico","Full-Time","English","Male","Yes"
"R_2PbeQWLNx8BE4WO","dishwasher","T","T","P","T","T","P","T","T","T","T","P","P","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,3,5,6,2,4,1,2,6,6,2,2,"A dishwasher",1,"I gave the text instructions to the people I thought I knew a little better and who would be more likely to call if they didn't understand them",38,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_u4bn3jYvmyYuXsJ","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","T","P","T","T","T","T","P","P","P","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,5,2,6,1,2,1,4,5,7,6,2,"A bluetooth speaker",1,"i used text for the closer people and pictures for the more distant",19,"Nigeria","Hungary","Unemployed (and job seeking)","English","Female","Yes"
"R_By8Ch6klGj9EhC9","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","P","P","T","T","P","T","T","T","P","P","P","P","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,4,3,4,1,2,2,2,4,6,5,3,"A bluetooth speaker",1,"I chose to give people that are closer to me the text as if they are lost they can, more likely, call me and I then can describe what buttons to press if they are lost. People who I are not close to me I gave them the pictures as they can figure out things for themselves. In some cases however like the coffee shop person, I gave them the text because I felt they would understand those instructions better then the images.",25,"South Africa","South Africa","Other","English","Male","Yes"
"R_2v2huvyz8BPDAED","dishwasher","P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,4,4,7,3,3,1,7,7,7,6,5,"A dishwasher",1,"I thought the picture were clearest, simple and quick to understand for everybody.",34,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","No"
"R_24f5dyL6XLRJyMC","dishwasher","T","T","T","P","P","T","P","P","P","P","T","T","T","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,4,2,5,1,1,1,1,4,6,2,1,"A dishwasher",1,"I felt that the text seemed more formal so chose this for people I am not as close to. Seems more professional.",35,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_2tM8WI4OBOSkGKv","dishwasher","P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,5,3,5,2,5,1,3,5,7,5,3,"A dishwasher",1,"I decided the picture instructions were clearer and better in ALL cases (a picture being worth a thousand words). This is from personal experience and was a conscious decision, not a shortcut",67,"United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","English","Male","No"
"R_3kvWa08Optrq8bD","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,1,2,5,1,3,2,3,4,6,3,2,"A bluetooth speaker",1,"Photos are easiest for everyone to understand",27,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","No"
"R_sRI68ic4nYRBrHP","dishwasher","P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,5,3,5,2,3,1,4,4,5,5,3,"A dishwasher",1,"I gave each person the picture instructions as I thought they were clearere.",48,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_27I0xkMQ1CZWM73","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","T","P","P",3,5,5,4,2,5,1,3,1,3,2,6,3,2,"An induction cooktop",1,"The text instructions don't feel warm and inviting so i would only give those to someone i don't know well enough yet",34,"United Kingdom","United Kingdom","Part-Time","English","Female","No"
"R_3sjlLDrBKcGEAax","dishwasher","P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,6,4,3,6,1,1,1,6,6,5,3,1,"A dishwasher",1,"I think pictures are easier to understand so I just gave everyone the same instructions with the picture option",24,"Canada","Canada","Part-Time","English","Female","No"
"R_2bTRzxAKaxWvmeF","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","T","T","T","T","T","P","P","P","P","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,5,4,6,2,4,2,3,4,7,4,2,"A bluetooth speaker",1,"I think i based on what i feel that person would require without further questions",29,"United Kingdom","United Kingdom","Full-Time","English","Male","No"
"R_32W6x31CkRdwVOo","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,7,4,5,7,2,7,2,5,7,7,5,2,"A bluetooth speaker",1,"I decided to give everyone the picture instructions as they would be easier to follow for everyone. I prefer to see picture instructions as they are more meaningful than text, which can be misinterpreted.",40,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_1LNLlGk03Tg9EKB","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",5,7,7,3,2,7,1,2,1,2,3,6,4,2,"An induction cooktop",1,"I choose photos for all people as in my opinion, the were the easiest of them all to understand. Theres no reason why i would choose the un-helpful option depending on who it was",23,"United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","English","Female","Yes"
"R_27p80cCP3P5fUyF","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,7,5,1,7,1,2,1,2,3,7,5,2,"A bluetooth speaker",1,"The picture explanation looked easier and clearer to understand. Saw no reason to give anyone the text example.",56,"United Kingdom","United Kingdom","DATA EXPIRED","English","Male","DATA EXPIRED"
"R_2xWe7JG07hpoWQC","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","P","T","T","T","T","T","T","T","T","P","T","T",6,5,6,4,3,5,1,4,1,3,4,6,4,2,"An induction cooktop",1,"I would prefer the text instructions, so I gave people I felt closer to the text instructions, as they are similar to me",61,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_1rdEDoFzg2epD0y","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","P","P","T","P","P","P","P","T","T","P","P",7,6,5,3,3,5,1,2,1,3,5,4,3,2,"An induction cooktop",1,"TEXT FOR A MORE FORMAL APPROACH. PICTURES OF A LESS FORMAL ONE",55,"United Kingdom","United Kingdom","DATA EXPIRED","English","Male","DATA EXPIRED"
"R_xoqkPW1bRA5Xfz3","dishwasher","T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,3,3,4,1,2,1,3,4,4,3,2,"A dishwasher",1,"Assuming all of the people asked about had English as their first language or had a good grasp of written english the text instructions layout what the pictures say and have more information. I think they are easier to understand regardless of where you work/your relationship to me etc.",23,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","No"
"R_2Y3ueEmgv24KsbU","dishwasher","P","P","P","P","P","P","P","P","T","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,5,1,3,1,2,4,6,5,2,"A dishwasher",1,"I found the picture instructions very simple to follow, and felt that most of the people in the list would too, with the exception of people who I felt were older and would appreciate a concise, written instruction.",60,"United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","English","Female","No"
"R_1P1rrqUCvQRGlYr","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",6,6,6,4,3,7,2,5,1,4,4,7,5,3,"An induction cooktop",1,"the pictures are far easier and clearer for everyone",60,"United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","English","Male","No"
"R_2CpRzKasX4wfZX8","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","P","P","T","T","P","T","T","T","T","T","P","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,4,2,6,1,4,1,4,4,6,3,2,"A bluetooth speaker",1,"Based on whether I thought that I would know if English was their first language or not; people im not close to I may not be aware of their language preference/ reading abilities/ language understanding so chose pictures for them. People I know well I know whether they would be able to understand text",37,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_25yGGrQPs79udjF","dishwasher","T","P","T","T","T","P","T","T","T","P","P","P","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,3,2,5,1,2,1,4,5,7,3,1,"A dishwasher",1,"I assigned the people that I know the text instruction as I would be aware that they are capable of following the text instructions, and assigned the picture instructions to people I did not know whether they would be able to follow the text instructions.",23,"South Africa","South Africa","Other","English","Male","Yes"
"R_2Y65uXSjycY8W0d","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,3,3,6,2,3,1,3,5,7,6,3,"A bluetooth speaker",1,"I chose text for all because it was the simplest!",29,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_301qEcrgz7Mhxon","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,4,3,4,1,2,1,2,3,6,3,1,"A bluetooth speaker",1,"I gave text to everyone because it seemed to make more sense on how to work it and because I would prefer text. Pictures seemed vague to me.",55,"United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","English","Female","No"
"R_2zApiEls4kwf0yk","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",7,7,6,1,4,6,1,3,1,6,6,6,5,2,"An induction cooktop",1,"I would always use the picture instructions as they seem simpler to understand.",36,"United Kingdom","United Kingdom","DATA EXPIRED","English","Male","DATA EXPIRED"
"R_2zC5dWFDwqMXGGA","dishwasher","T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,4,3,6,2,3,2,5,6,5,3,3,"A dishwasher",1,"I think text instructions are better, pictoral ones uneccessary",29,"United Kingdom","United Kingdom","Full-Time","English","Female","Yes"
